OrderID,CustomerAge,Region,OrderValue,PromoCode
10565,28.8,North,761.76,d2fe2fde-2eef
11357,30.1,North,87.93,5560db22-4079
11611,50.2,North,672.36,8de08fc2-6e91
11665,67.6,East,630.78,989240ac-8df6
11758,74.1,South,455.16,cc6b66e5-3848
11353,67.4,South,61.15,52e2afd9-5936
10543,21.0,West,444.56,bee3eb79-f3d6
10918,62.3,North,389.0,9d77a45e-9a6f
10938,54.7,North,95.62,66d06371-3746
11004,58.6,West,105.12,14aeaf5c-4bf2
10134,25.2,East,335.68,4b7e6b3c-dc43
10203,63.2,North,689.59,370bc063-e732
11818,31.0,East,670.56,66132e69-30af
10640,42.3,East,330.73,ec48bf55-225f
10186,65.4,North,373.91,8fca7b6a-3e95
10841,38.2,West,701.07,b8976ec5-9344
11229,35.8,North,483.44,36760ce5-f6e1
10459,66.3,East,684.03,5e187b24-8ea0
11175,30.9,West,683.87,44777442-5c5f
10559,58.1,East,741.15,59dcabd0-5ce1
11781,26.2,West,102.19,f8c88fae-2efa
11528,48.2,West,364.87,5744f596-bd77
10638,59.1,North,712.51,27d415b6-197a
11380,22.7,West,546.45,7129cec7-8bdc
10441,61.0,North,308.88,1c6345ab-f927
11079,56.0,North,215.39,0e0630cd-68aa
10617,71.9,South,623.12,4a193501-3d6e
10015,46.4,West,181.77,b423ccde-b555
10147,40.6,North,377.16,a3e05309-943b
10235,41.1,East,178.9,5ca260c9-df98
11729,24.0,West,491.65,862268d1-caa1
11782,35.7,East,216.18,c77444cb-271b
11045,54.1,South,729.44,5970a859-4b9e
10483,23.9,East,197.95,9a36d1ec-2694
10362,72.2,West,397.96,9458054e-a57b
11769,73.3,East,163.22,117b355b-e269
11293,35.3,East,493.56,12fe28bf-ec69
10925,20.1,East,673.77,daf481a7-c4da
10947,51.1,North,387.3,a6ded1d8-a49f
11239,45.1,South,768.29,73557b9d-afd7
11462,22.8,South,79.36,b526b22d-e0fb
11073,47.8,South,322.92,eafde7d9-c65b
10837,62.1,North,641.92,a5b5cdc2-21bf
10675,23.4,West,263.11,df8f4197-aaae
10166,51.2,South,737.56,a981b098-4205
11218,58.4,North,282.19,caaa5bbe-416e
11372,58.1,North,534.52,5ca0c428-b9a6
10632,28.3,South,306.3,c422d03e-624e
10463,75.0,South,107.87,6070b6a1-5312
10370,65.4,South,590.89,0b2f6d5c-ba85
11385,59.0,West,507.95,c8a723e9-77cf
11093,31.6,West,727.98,31ab0b56-e195
10945,61.9,West,427.18,9acb394a-8000
10106,54.5,East,465.91,d9e604b3-91f3
10171,61.5,East,386.99,836b15c7-dffc
10187,71.9,South,662.53,e27718c5-0da7
10849,21.0,East,226.83,fe9936a3-bff4
10459,19.6,North,679.38,a663d2cd-4ac6
10281,20.2,West,572.05,b49e04cc-e5af
11260,18.3,North,64.25,6c5a6c93-9382
10486,35.2,North,228.83,9f708368-2028
10227,65.7,West,497.55,24c173b9-dbc5
10003,53.0,South,478.0,ab1021ce-b8a1
10138,72.3,North,342.84,785ac5d0-c615
10764,32.5,North,317.82,114b9547-7b74
11501,55.5,North,628.63,551ff086-16b3
10721,49.1,South,672.79,af475b49-f502
11293,28.4,South,97.33,752a7d25-963e
10412,20.5,South,714.34,7930ba20-12bf
11542,54.9,East,317.73,c7e53bbb-a9f2
10559,25.1,East,377.71,f4dbca07-ad96
11994,28.6,West,325.51,6cac028c-dc78
11233,74.7,South,459.11,523ae993-28fe
10671,55.7,East,384.44,b7b8c1a5-5552
11412,43.3,West,81.77,ff86cc31-8c92
11309,73.9,North,106.28,a334058a-ba03
11050,63.7,South,764.59,c8040fb7-11d1
10258,21.8,East,321.61,5ef787b8-e34c
11562,22.4,South,447.09,65e58f34-8eb0
10511,72.7,North,601.76,8fc9c86b-8607
11587,32.8,West,210.93,9ca3fbb3-fb7e
10409,25.0,North,389.03,8acbbe09-9993
11743,27.0,South,645.27,823dd107-3e23
10411,63.1,South,642.78,06ba8cd3-bce1
10957,63.8,South,508.96,161237c9-9e5b
10815,75.0,West,444.27,c4e7f7dd-25c2
10256,73.4,North,387.48,58321ee4-5d2a
11572,73.1,West,427.15,de431e06-3f92
11061,26.7,South,171.48,39b86bb2-916e
11732,22.5,South,526.29,8d03f17a-4016
11280,35.3,North,426.93,27794685-acdc
11725,70.7,North,668.93,07437c3b-1746
11942,54.6,East,538.35,a394ed54-fefe
11820,53.7,East,531.43,4d560a3d-7d60
11648,64.0,West,273.08,0f5675f8-e113
10851,45.6,South,305.14,24c778a5-a37d
11503,74.3,East,781.53,8fc85fc0-a363
10495,44.6,East,387.2,24108e9a-19e8
10594,71.9,West,236.2,500e15c0-5195
11020,74.8,West,424.07,4efc8248-0bdd
10184,71.9,West,775.01,5a575539-19e0
10576,46.2,West,264.31,1b84edc3-4493
11807,33.1,East,622.89,5dae1201-cd19
10104,50.5,South,321.89,49e1cd13-c5cf
11032,43.7,East,668.98,9c6d52d5-41e0
11996,23.5,East,646.17,f05eeefe-49dd
10407,52.3,West,425.06,0b990034-4629
11461,37.0,West,439.5,23c8afdb-a316
10332,40.4,East,495.29,901bcdef-f325
11670,18.9,East,555.35,fada98f5-9d87
11631,69.2,North,497.68,7afeb114-c2a8
10302,64.8,South,73.68,1c221cea-09b2
10903,35.9,South,359.72,34323ec6-f176
11787,66.4,North,579.33,84c86c46-a66c
11356,45.3,West,285.31,2c55aef7-af45
11118,38.2,East,507.56,3f1be0d0-98d4
10460,71.7,East,628.38,b4746349-fa5e
10649,45.3,East,265.84,8b0e8eb1-ca00
11676,37.7,South,267.84,b6d1f6bb-b156
11892,43.2,East,610.5,36c7d6fa-8ad1
11910,50.0,East,152.95,963a8617-7c23
10103,56.2,South,528.46,0d700ea4-d39c
10676,58.9,North,560.89,23310a28-50dd
10833,55.2,West,408.09,f6c31218-a470
10584,54.8,North,539.22,ebe5841f-d5f5
11806,65.7,North,797.88,7ed17aab-9435
11795,20.1,East,475.97,fba57cc8-91b2
10930,74.4,West,716.94,811414f8-8bb1
10394,64.1,East,171.87,2faabe0b-ac99
11619,34.8,South,181.62,e5a4983b-dafb
11055,36.7,West,551.94,23ff23d3-a5af
11916,32.1,East,337.68,546252e7-05da
10535,55.3,South,96.59,1e43fbd2-9d15
10327,41.1,East,567.72,f0cd7f05-bc2e
11258,30.6,South,408.64,5fa5e0aa-f110
11551,48.6,South,621.39,c9912032-e4bc
11081,58.1,North,737.93,1cb9b73a-6781
11172,48.6,South,296.09,85351a69-3b83
11393,29.7,West,118.21,82a7f586-1c7c
10928,25.5,West,392.6,ce920136-0b25
10810,32.5,North,609.35,940c3503-1730
10867,37.6,North,455.87,e4eb8000-f1b3
10064,34.4,South,626.73,6b9cd71c-c3d4
10918,67.6,West,331.73,8a0f9508-b20e
10242,28.2,West,446.63,4c61845e-d927
11089,39.6,South,235.63,589decb0-8d21
10386,71.4,North,74.16,a902b73f-0802
10492,29.7,North,495.46,df495037-7d4d
11516,20.5,West,225.75,0e731dd7-941a
10479,64.5,East,483.11,d18183d1-794b
10618,67.9,South,360.17,46707cd6-59ab
11282,56.7,West,85.16,86433603-d528
10836,26.5,West,187.91,89b5aab0-7b60
11739,30.8,South,654.33,ea2c7a51-d34a
11982,41.7,South,341.31,41476506-a918
11324,22.5,West,685.35,30c36756-8973
10772,56.4,North,705.22,8f10d33e-f573
10427,67.6,East,277.39,e8b3d763-6c72
11919,28.8,North,610.16,c11bd1c4-7c35
11424,52.5,South,347.47,48769153-eeb8
11092,55.0,East,246.17,7f4d908c-327c
11644,73.9,West,621.22,340029c3-a037
10847,20.6,South,605.94,0426fcc9-d5cc
10604,26.7,East,222.51,3ee82983-acd5
10527,61.5,West,774.88,7d97ac0f-5622
11500,63.3,South,154.97,8bea75c1-5e3b
11877,68.7,North,442.96,01a25ed1-4665
11725,53.9,North,580.38,02571851-e97a
10764,21.4,West,544.46,0406ff44-d29a
10024,19.0,East,451.8,49646b96-dc74
11651,71.6,South,130.26,261e2555-6244
11269,48.0,East,250.49,659b0105-bf00
11964,41.1,South,792.67,39d1c7ff-2946
11338,74.5,North,120.13,61177270-f3b6
10114,54.3,South,112.01,d867888b-a99c
11158,73.7,North,721.09,eb4d8f42-75a3
10432,69.4,West,253.32,ec95b3ac-8f8d
11841,49.0,North,184.52,d9b59f84-0804
11969,29.8,South,614.19,13b22cec-532c
11154,31.7,West,557.78,8a624cbd-c487
11547,60.2,North,425.59,f96d40f8-1b7e
10200,42.9,North,305.44,c607b1e9-0f2b
11298,33.6,West,417.95,f0eebcce-dd1b
10380,56.7,West,114.27,9e5d9c7a-7e2e
11460,22.2,East,165.67,a247541d-c77c
10648,38.6,North,53.9,4eea9db8-b847
11559,33.4,South,115.47,6e54ac6d-d0eb
10211,19.5,East,465.66,c8d0f9e5-c53d
10025,34.6,West,634.38,85671b58-c2ef
10347,25.9,East,251.31,255bfc1c-559c
10890,33.7,East,413.17,13b11e59-80de
11933,32.1,West,495.35,320f72c0-36c5
10277,35.4,West,299.16,9ec4ea48-a8b9
10901,37.1,South,275.33,b1fead13-f540
10643,28.1,West,776.54,3e0f84ce-c08a
10574,64.5,West,323.76,ba2aa7ba-6b57
10897,63.5,North,664.22,7fd255ee-9b0c
10495,32.4,South,586.43,ca00ef58-25de
10919,74.5,West,486.68,f7eae66e-2b82
10223,61.8,East,174.75,9cd8758b-cc9a
11980,60.9,West,129.46,193e4783-71aa
11045,60.6,South,384.33,64215e66-4d2e
10706,74.9,West,128.41,f633cc2d-3b6d
11702,71.6,South,311.25,57d337d3-69ea
11067,45.5,West,123.22,73d39457-2264
10614,20.5,North,66.94,ccd015c1-7ce2
11056,27.9,South,298.24,76492e64-cf62
11289,28.5,West,346.69,e212ab7c-e62e
11212,42.5,North,578.55,34ae4abd-2008
11182,23.8,South,324.34,327375bf-3a58
10537,56.2,West,445.79,a39c9ec6-c6fb
11251,40.4,North,310.94,d873dad9-5855
11666,56.4,East,739.01,97154633-4494
10641,24.7,East,137.71,63725424-4696
11177,39.9,South,415.0,2ab7b2ef-93e2
10287,28.7,West,514.56,dd92dd7c-04e8
10992,25.8,West,772.87,7eb6581e-fbc3
10851,58.5,West,416.52,c2d49b56-958c
10066,33.7,East,176.16,c4134dc2-39f6
11172,24.5,East,456.53,c1bcbe59-e1fa
11118,30.5,West,126.81,c0582da5-986d
11791,75.0,West,247.11,164484a0-3c1a
11588,64.3,South,658.03,a1fd4187-54fb
11261,25.9,South,660.15,ce315937-b39e
11090,34.0,South,292.74,b43cde0a-9423
11172,33.2,North,151.69,a7e8d18e-43f0
10511,26.3,East,671.36,ad1db537-fa9a
10291,50.9,East,520.86,600b4b35-26aa
11297,63.3,North,352.14,bff30c8d-bcf6
10931,72.2,East,486.47,f8ded777-b768
11741,21.6,West,213.37,363be5cb-897d
10661,65.2,East,460.48,da385db5-affe
11831,56.9,North,84.46,d6321d31-0856
10254,71.0,South,380.96,f54191ea-6796
11410,69.8,East,169.23,462623be-b88a
10512,22.7,South,88.84,a0279a18-77e1
10879,55.4,North,50.81,7a10013f-43f1
11215,30.9,West,56.97,b212a6ee-3dbe
11761,42.1,South,408.28,3a9c4308-2dbc
11496,63.9,North,285.01,e1887eaf-4635
10783,62.1,South,531.18,ad58db1b-2306
11086,50.1,South,380.07,b8f14e3c-4d80
11883,41.5,West,694.97,19b814fc-3f0e
11207,59.6,East,772.44,23cbe943-8dce
11320,22.8,East,634.23,b0c30a59-9a71
10420,47.5,South,610.88,f4655a21-fd61
10790,24.4,West,528.56,51045a16-c60f
11762,65.8,West,324.06,aed54a46-f128
11954,74.3,North,62.52,1149d096-863d
10441,20.3,North,761.51,c4615234-d8de
11437,40.9,South,258.1,4f560ed5-6809
11995,64.1,East,343.05,10eceb1f-dffe
11494,72.3,South,93.43,6f3a5115-e820
11253,52.7,East,549.56,2cf72140-067c
11449,25.8,North,172.87,f3f8dea4-84bc
10341,39.2,East,599.7,e65fad87-ab86
11652,42.5,North,247.21,a0a5fde6-fe07
10932,47.1,North,424.71,911f730b-bc41
10322,32.5,North,720.7,1d8680cb-0150
10090,66.9,North,233.41,78c59073-c415
11884,26.6,North,464.65,6b5bc975-a4c3
10508,41.7,East,253.44,5f705b25-1af7
10367,30.7,North,765.56,d847dc53-a793
10176,49.5,North,326.69,c8d57717-7c33
10950,39.0,West,798.34,c6a07656-7d81
10308,18.4,West,67.93,8aa2b4c9-04e9
11947,37.1,West,686.75,ba2ac3d9-3538
10420,48.2,South,364.86,f610396b-48e5
11457,34.0,North,740.96,850ef0ad-beb7
10938,73.5,North,485.58,8163b6ce-c9e8
10153,51.7,North,376.24,f6d70248-793a
10597,32.9,East,744.53,53853918-e7cf
10556,31.3,South,152.08,1be5a4c3-3618
10336,43.6,East,354.88,893259f3-6a4f
10925,35.6,East,689.36,1725d2c7-9bc2
11692,58.2,North,211.27,db4862c2-4bf1
10186,58.5,East,347.18,4c80d33a-5905
10063,72.3,West,466.97,8cd4b90a-307f
10946,23.8,South,141.09,38e7e019-6571
11686,40.8,North,486.74,d010318a-0b29
10132,29.3,West,656.97,cf133b65-3ebb
10087,71.7,North,175.99,92ea1324-ca3d
11016,19.7,West,179.61,2fe922aa-8f49
10913,68.4,North,510.58,9df2372e-9718
11021,41.5,West,95.73,479f6628-4643
10858,29.4,South,523.07,cb7b0b3a-c3d6
11601,58.7,West,458.39,7c13f47a-a4a9
10795,33.4,North,289.16,3811b519-8fd6
10119,64.1,West,447.07,ffe62994-51ba
10205,32.1,South,249.9,cc21cbdb-b5a8
11915,65.8,South,182.08,97af5bde-b7b2
11871,51.7,East,760.67,904883c1-6060
11713,74.3,West,456.59,2cf149cb-136f
10184,21.2,South,64.95,7a5d7c82-a9d9
11879,53.0,South,305.57,de4379cb-1e7e
10044,26.4,South,630.77,dc54d59b-2522
10765,58.2,West,489.51,5628ddcd-a52c
10279,73.6,West,643.88,f5edf382-a272
10356,58.3,East,217.43,2ce3d822-9d17
11503,57.2,South,183.28,92a54d04-1094
10372,52.3,South,529.74,7f05fbf5-a98e
11526,22.4,East,786.78,e2fbb984-e4ac
10023,33.1,South,569.88,59b9222c-3750
11475,18.1,West,378.67,69fd28e6-c1e6
10719,49.1,North,671.61,39bfca38-e70f
10150,63.6,North,271.18,51976e75-359e
10151,37.5,West,170.68,fa60ede1-ad07
11216,74.2,West,578.38,a754a29f-de4f
10321,21.1,East,204.16,30a2cee8-87d0
11352,34.0,South,121.94,7daec949-1be8
10738,18.2,North,270.91,99a7b99b-663b
10198,19.5,South,528.64,fa207403-f277
11728,24.6,West,403.21,43d75413-c669
10378,39.1,West,327.05,721e5419-86ce
10900,44.5,South,677.81,907276ea-4d60
11540,57.7,North,114.28,8a9c66f7-747c
11133,21.5,West,663.8,e1b41171-f3d8
10612,22.5,North,426.58,9eca381b-3d95
11944,61.2,South,761.8,31567f2a-15d9
10867,22.5,West,201.44,98550b1e-a3b6
11865,59.4,North,115.27,8e6de263-a6fa
11754,33.7,West,737.87,c81c8d31-399c
10848,26.5,North,743.7,693016ea-c41e
11341,45.7,West,78.1,46818a88-49a7
11266,52.7,West,79.09,3cd1ff3f-f34f
11885,33.3,East,65.17,4d950273-8f89
11726,46.0,North,779.37,3a5b6ac5-99d8
11995,60.4,East,252.06,a543148e-6039
10904,30.0,West,605.71,de0018aa-1cc7
11055,63.1,North,283.34,81bd55d5-4573
11598,66.5,North,180.3,0ec0ad4b-10ee
10934,20.9,East,578.48,462363a9-edae
11034,40.6,North,560.88,3defa7ba-fa42
11216,43.4,West,490.16,5989dd6c-53b8
11715,69.0,North,263.8,62f5f7c2-5368
11748,50.6,South,692.83,a5bab050-69d8
10551,55.1,North,698.47,aea4a441-f2bc
11866,25.5,South,500.86,022aadda-8139
11245,63.9,East,584.56,467f358b-c0c1
11744,37.9,East,213.66,9fa4a627-3462
10015,47.2,East,471.09,485d831c-3759
10986,21.6,East,530.45,dc8ab6a7-85b5
11343,58.5,East,191.27,4bacbedf-d64e
10828,40.1,North,487.27,d0e656e5-afb3
11487,58.7,West,729.89,abff9286-99b3
11731,27.7,South,270.34,7885187d-846e
11485,64.1,South,760.19,e64b9b37-2db8
10455,38.3,East,365.35,e3082ddc-be4d
10533,51.4,West,688.41,787515b9-2476
10967,68.7,North,700.62,4c610ae8-1bae
11783,66.7,South,794.26,57b936b0-ea46
10293,36.0,South,634.21,7cd2192f-5a88
10641,54.2,North,389.04,c606ddc4-511e
11002,62.8,North,147.05,6dedcba5-dba9
11976,45.2,North,78.29,30c9a2be-021c
11283,59.8,South,570.14,58274e80-4203
10210,39.9,East,175.27,d2e76deb-98ad
11942,34.6,East,375.25,2240063b-faf8
10735,60.8,South,761.06,6744acd4-74f3
10459,59.4,South,208.39,812faa38-3f0f
10750,58.5,North,331.39,a3ec152c-18e0
11216,74.7,North,540.18,050dcbfe-3b48
10853,43.3,North,460.46,27335670-04c3
10616,42.0,North,546.86,231d260b-35b7
11047,59.0,North,262.03,c8e60939-fed7
10406,52.7,East,673.62,f91e5fcd-b741
11440,41.4,South,79.55,eee13cae-a944
10480,18.2,North,730.16,ab450578-4c5c
11944,23.1,North,592.67,3b2d520b-9790
10540,44.5,North,659.88,dfc7ab26-94c5
10737,63.7,East,369.5,1dabb10a-177e
10019,66.6,South,296.5,e4ffc31a-895f
11799,59.8,East,661.22,2ed087d4-cd32
10819,72.9,East,676.78,2ab202c2-43d8
11425,59.4,South,127.78,702b7014-c26e
11595,38.4,North,696.93,e44a913a-f756
11884,45.8,West,380.52,1036ca81-a0e3
10025,58.2,South,783.42,1861c9f3-7f45
10986,37.7,West,161.49,9ce7eed1-05f6
11317,71.3,West,688.9,de9205ea-2654
11538,46.0,South,298.17,47354e4f-7206
11127,54.7,West,662.83,142e3df0-e36c
11640,50.7,North,692.44,72730e7b-3cc7
11018,60.5,North,126.98,698f04f8-0016
11691,23.2,East,717.58,8ff50701-e994
11946,37.4,North,662.44,d8253010-a9f8
11147,61.7,West,587.49,73d92ace-31e3
11555,55.6,North,306.02,85a0d089-366f
10093,69.1,West,155.34,b8b818cf-36c3
10520,52.8,South,140.56,da296905-6e61
10936,65.0,South,587.59,6a1aba9d-3f16
11581,68.8,West,543.84,7fb33be5-18de
11133,71.3,West,743.28,e901a768-58e8
11496,64.5,North,340.55,e1f85b33-c4f2
10857,73.8,South,255.2,f6ae10e8-969d
10927,63.9,South,359.56,dc57546d-6f47
10411,30.0,East,564.96,a30a6658-3b16
11558,38.1,West,487.1,b5caa993-9265
11797,66.3,North,442.05,06783c34-4a68
10108,56.2,South,250.23,c918a346-92bf
11399,32.3,North,567.95,4b8e5509-108a
10734,64.4,North,512.08,638e1388-9345
11419,55.9,West,340.67,8d5809b7-06a3
11523,32.3,West,672.49,a5cb3c6e-6497
11589,59.3,South,270.63,aec2bb19-5fbb
11971,27.9,North,332.9,6db2b020-874a
10266,27.2,East,54.23,efffa2f4-1473
10314,70.9,North,630.25,4d187b75-b756
10149,62.7,East,444.05,f4fd25b7-22e8
11610,46.8,West,457.31,67465743-b2e4
10453,68.4,East,298.3,4b27b079-f320
11149,65.0,North,136.04,5893ef12-7b0e
11852,54.6,South,769.17,5228ed8d-3a0c
10790,32.6,East,68.53,c53f1db3-e420
10996,20.5,South,290.23,189099c9-03c0
11283,21.7,South,698.71,1a9af29e-ded7
11324,64.6,North,610.17,275c75dc-eb1f
11468,36.9,North,104.94,d255a4de-846d
10834,40.1,West,374.77,0452f779-3c92
11095,18.3,North,616.97,95ea6825-252a
10732,70.9,North,267.38,af95be79-2c4a
10576,61.6,West,336.06,07e3c39a-5009
11092,30.5,West,647.58,a250d133-989a
11387,68.6,East,768.04,243113fd-1563
10010,50.6,West,452.86,f26d3dd3-9c00
10430,60.7,East,208.8,2477f047-5e34
10452,53.2,East,195.74,da2d2156-ec2a
11320,49.3,East,553.76,402d105b-6513
11486,51.1,East,317.85,3c0a584e-91fd
11268,22.0,South,288.34,735d88f3-9c81
11420,51.3,East,655.77,f56aabc0-5657
10009,35.9,South,584.15,a40dfea5-8da8
11720,38.5,East,708.41,767d3b27-b7ac
11586,35.4,North,181.83,9b4bf377-8fac
11758,65.1,South,247.43,970c9eb4-12c4
11129,32.9,West,540.43,260ccfb4-c8f5
10457,68.8,East,150.41,172e8c68-ba4c
11028,18.6,South,685.99,839e7623-e477
10326,28.2,South,601.94,5bda0655-7009
11559,45.8,North,248.27,3be8a5df-69de
11060,69.7,East,341.07,eafb9f20-17c6
10081,73.9,East,127.42,bdedcb7a-5902
10771,55.3,East,490.76,4067f790-721f
11057,41.1,East,415.15,9aad9234-4726
