order_id,order_date,customer_id,product_id,quantity,status
2776,2024-07-08,5b44fb8a-8d94,141,27,cancelled
2741,2024-09-23,2e5abcd4-7d9c,124,48,cancelled
3713,2024-08-02,731b8f8a-54bb,142,20,pending
3214,2024-08-19,c6a300aa-18a6,147,8,completed
3527,2024-09-06,7faf5ead-1c0f,107,6,cancelled
2049,2024-08-13,459b18d5-5666,107,37,completed
3014,2024-09-10,46f8debc-ab7d,142,35,cancelled
3184,2024-08-29,abbbe2bb-a10e,144,48,cancelled
3184,2024-08-16,24349bfc-207d,115,43,cancelled
2533,2024-07-27,48f148cc-c148,135,44,pending
3220,2024-07-28,a426729a-17c2,122,21,cancelled
2756,2024-09-12,8a11cf34-b3f5,144,12,pending
3278,2024-08-28,345614ad-a334,124,3,cancelled
2770,2024-09-13,31bbe2bd-3b4c,118,47,cancelled
3544,2024-08-28,2114ad45-1ee1,147,4,pending
2908,2024-07-13,abbcca35-cbb0,130,2,pending
3753,2024-07-29,c0265c11-fe37,118,10,cancelled
2378,2024-07-19,7ed6bf01-32d1,115,9,pending
2703,2024-09-06,f1723ae7-3abe,145,40,completed
2101,2024-09-10,ec5af9ba-5504,145,49,cancelled
2478,2024-09-21,0bcb6eec-0981,136,15,completed
2376,2024-07-12,3957941c-e167,114,23,pending
3511,2024-09-19,99d4e515-d866,105,10,completed
3078,2024-07-28,b91e521a-7fdc,106,26,cancelled
3080,2024-07-22,6076dc29-d5f0,141,22,pending
3545,2024-07-02,bfc85206-73ef,114,44,pending
3527,2024-09-16,689dbc18-7858,136,45,cancelled
3984,2024-09-30,78b9dd41-229f,141,31,cancelled
3681,2024-09-22,75a21c8c-8850,115,20,completed
3941,2024-08-02,659f86d0-aeaf,128,13,pending
2617,2024-07-09,d3e2e80d-51e6,108,41,completed
2060,2024-08-30,29919eb9-4a9f,124,22,completed
3730,2024-08-23,18f49022-1104,130,17,pending
3900,2024-08-08,6b27819c-8c38,114,29,completed
2511,2024-07-21,66170395-ef5c,124,14,completed
3116,2024-08-07,b3156b07-4be1,150,39,pending
3703,2024-08-15,95ab8315-f6ec,144,8,cancelled
2455,2024-08-20,58a8b82a-f1b4,137,30,pending
2454,2024-09-20,153a9b9f-c40a,145,31,completed
3277,2024-08-11,81498247-b749,114,45,cancelled
2726,2024-07-15,5674b8f8-b4e9,122,49,cancelled
2173,2024-09-09,764687ec-39a5,118,8,pending
3663,2024-09-11,472621d0-d881,150,15,pending
2094,2024-07-16,7e3c3360-71e6,137,8,completed
2184,2024-09-24,ceb6eacc-6267,124,20,completed
2144,2024-07-24,fa586f31-2ecb,115,22,pending
3678,2024-08-19,409ff587-e4e4,135,14,cancelled
3295,2024-07-16,9fb9c7fb-0c8a,141,32,pending
3270,2024-08-25,ee047c37-555e,107,30,cancelled
3606,2024-09-07,b619d4ba-0126,125,24,pending
3095,2024-08-18,089f7550-b045,128,34,completed
3098,2024-08-07,d6deec59-0744,130,27,completed
3791,2024-09-14,f05ad6a9-8ca2,144,5,pending
2592,2024-08-12,738e827b-de2c,136,15,pending
3418,2024-07-05,d7ae6582-22fc,108,35,completed
3614,2024-09-16,9780302d-bb08,128,33,completed
3635,2024-09-11,3e905793-c1b0,109,6,cancelled
3354,2024-08-27,aaa20abe-4953,144,22,pending
3422,2024-08-04,9e8a22f2-5c63,115,17,completed
2094,2024-07-21,695a24b7-a901,114,41,completed
3826,2024-07-01,d70f6961-4283,150,49,cancelled
3963,2024-07-28,c3d137e3-61f1,150,3,cancelled
3717,2024-09-24,fe88f24b-b39b,118,46,completed
2308,2024-07-22,30ec7b49-7683,141,34,completed
3825,2024-07-13,2a0000e5-f498,115,36,completed
3887,2024-09-17,42afe7ac-cb7a,115,27,pending
2948,2024-09-05,388dcf32-cd4a,142,41,pending
3143,2024-09-27,e402e4e3-c631,118,47,pending
2448,2024-08-30,3ffad61d-5514,147,37,pending
2372,2024-07-03,3f857638-78a9,116,34,pending
3435,2024-09-02,be0b49cc-f60c,148,38,pending
3086,2024-07-21,311f2fa6-452a,125,22,completed
2124,2024-09-24,d1fc1111-de0b,118,27,completed
2420,2024-08-16,682d679a-0575,118,5,cancelled
3197,2024-08-10,fccf89d6-260c,115,11,completed
2792,2024-09-18,2bba2ef0-fc11,128,25,pending
2334,2024-09-14,ec96f920-abc9,124,34,completed
2766,2024-07-23,283bd36e-c878,128,8,cancelled
3592,2024-09-26,ba00ce03-888c,135,42,completed
3175,2024-08-08,efbc79b2-12f2,144,15,cancelled
3386,2024-08-10,4585250f-14f6,128,10,pending
3845,2024-08-11,dbbf22d2-fa1c,147,6,pending
2206,2024-07-21,9496a2b1-2d2a,115,18,pending
2115,2024-09-23,a68f8dc9-f238,142,40,completed
2140,2024-09-30,3b26caa8-572a,136,20,cancelled
2719,2024-08-21,f86d2717-cba5,148,17,cancelled
3311,2024-09-22,749e51c2-e29d,141,13,completed
2907,2024-09-07,59986861-e071,147,12,cancelled
2247,2024-07-18,27cf2395-1f3b,142,11,pending
2595,2024-09-23,60e8ffab-5fb6,118,2,cancelled
3409,2024-08-11,2868b3d3-d003,136,10,cancelled
2964,2024-09-27,d335fc22-cfc2,103,21,completed
3908,2024-07-11,2a5d30a6-affc,150,21,cancelled
3169,2024-08-24,f1dd84be-2861,135,43,cancelled
2294,2024-09-30,81a9b8db-4221,125,46,pending
2764,2024-08-04,f40d8973-9bcb,103,48,pending
3391,2024-08-27,91ccea98-2ab2,118,4,cancelled
2027,2024-09-30,d838f276-62ec,109,8,cancelled
3323,2024-09-13,14ca0f05-f85a,130,38,cancelled
3933,2024-08-13,221b99aa-f65a,141,31,cancelled
2110,2024-08-16,4d3c1ddb-a485,115,39,pending
2737,2024-07-12,f59e5489-bc83,137,4,pending
2982,2024-07-28,a408927b-6114,103,4,pending
3030,2024-07-25,dcac75c6-7869,106,28,completed
2069,2024-08-21,b6ac4f2d-bb6d,142,31,cancelled
3569,2024-08-09,56c8b4c6-cebe,108,18,completed
2345,2024-08-30,a0d69d50-8b2d,142,30,cancelled
3090,2024-07-15,a3a253c3-d6fd,150,17,cancelled
2429,2024-08-24,fd364e79-9191,115,40,pending
2876,2024-08-18,07fc5c4e-baf5,136,11,completed
2517,2024-09-29,c09d0662-9933,105,20,pending
3005,2024-09-04,c70ce107-e08a,150,26,pending
2162,2024-07-22,e659bf20-993c,142,22,pending
2113,2024-08-27,c9c6a3e1-3cf8,145,12,pending
3471,2024-09-24,85f2c685-21c8,139,23,completed
3065,2024-07-14,9eb18e96-bc58,129,34,cancelled
2793,2024-08-10,ea9643b4-e49f,124,49,completed
3743,2024-07-12,80691f85-a17e,114,9,pending
2193,2024-09-01,28bbc496-58e6,110,46,cancelled
2718,2024-08-14,e8ec0db0-77ef,142,8,cancelled
2312,2024-08-02,89c1a9d4-ee13,103,21,pending
2544,2024-08-02,86805e80-ce0e,141,42,completed
3693,2024-07-25,4fa22eaf-c04b,124,6,pending
2233,2024-09-24,1c358e5a-6046,130,31,completed
3048,2024-08-14,7bf1fbc9-1927,144,24,pending
3014,2024-07-06,fefc33b3-1473,145,19,completed
3603,2024-08-11,08e70afa-d3f8,142,25,completed
3057,2024-08-11,44056e91-413f,144,11,pending
2307,2024-08-18,c5d9f2aa-ace8,105,9,cancelled
2279,2024-09-22,00f9632d-d575,105,7,completed
2701,2024-08-27,47975da9-d6f8,136,38,completed
3906,2024-07-13,a73d09b4-786f,129,17,cancelled
3576,2024-09-26,8aff5680-bae5,150,39,cancelled
2500,2024-09-22,0303c411-d33c,118,43,completed
3977,2024-07-18,de2b0bc8-f6c3,115,30,cancelled
3911,2024-08-10,6bde6e4c-7abe,118,22,pending
2797,2024-08-30,0afc98dc-60cf,116,29,pending
2104,2024-08-28,6dfffefd-c4eb,135,16,cancelled
3026,2024-09-26,5805f35c-fe31,110,29,completed
3910,2024-08-13,29041273-9ca4,118,42,cancelled
2340,2024-09-08,4749acc6-35d5,109,21,pending
3312,2024-08-02,0e95a9ca-279c,125,27,cancelled
3196,2024-08-14,a08dc17e-70b4,103,37,pending
3191,2024-09-06,5a8e0409-9b42,144,1,completed
3150,2024-08-30,96848c23-19a1,124,29,cancelled
2613,2024-08-01,2347e949-8fea,106,33,pending
2234,2024-08-16,9588ab33-3437,106,36,pending
2651,2024-09-15,2b87ab25-30b4,129,13,cancelled
2562,2024-09-30,3662094a-7fd2,115,46,completed
3520,2024-09-21,b92b6ea3-2700,109,21,pending
2462,2024-07-19,bb49987a-1f82,144,33,cancelled
2646,2024-08-27,d7127f9a-ddee,150,46,cancelled
3285,2024-08-06,69d1ca07-c1d8,142,41,pending
3457,2024-09-04,d32719e3-4856,110,29,pending
3935,2024-09-25,df5669ef-7256,148,40,cancelled
3511,2024-08-31,02992946-f725,150,39,completed
2836,2024-08-22,c5dea269-d40c,122,34,pending
3936,2024-09-19,020e1656-1bad,103,49,pending
2362,2024-07-31,2b44f68c-d38a,118,36,cancelled
3971,2024-08-21,97ae0fd6-bcc2,115,23,cancelled
3950,2024-09-04,96efd071-7ff3,115,22,pending
2971,2024-09-27,03db53bd-155d,124,41,completed
2768,2024-08-09,5c4e69a0-cca8,141,30,pending
3791,2024-08-19,b1058400-c7fa,141,27,completed
3169,2024-07-03,639efcde-9993,144,1,cancelled
2092,2024-09-20,ef5dc888-84db,135,7,cancelled
2616,2024-07-30,aa205c3d-ceff,108,30,completed
2421,2024-08-05,cba46368-b8ec,122,28,completed
2561,2024-09-03,94967764-dc53,118,24,completed
2042,2024-08-18,d19277ef-1d7f,124,13,cancelled
3474,2024-09-30,c63a52ac-244a,129,32,pending
3619,2024-08-22,cec77751-d01a,124,27,pending
3685,2024-08-10,896ab377-7132,103,13,completed
3512,2024-08-13,8262b188-111d,125,10,pending
2089,2024-09-03,c3e95653-918d,139,44,cancelled
3996,2024-08-27,441e863c-2aaf,144,12,pending
2776,2024-07-09,269aed43-5942,129,5,pending
2644,2024-09-04,4fec832f-7111,144,6,cancelled
2548,2024-08-15,c441d467-c2d5,105,2,completed
3129,2024-09-18,5efc0f29-1178,101,15,pending
2692,2024-08-02,2a1dbf82-4fff,150,32,pending
3882,2024-07-29,6b12256d-3864,114,29,pending
2370,2024-07-26,ce23a1f3-cfd0,122,36,completed
3367,2024-08-07,f8edd77d-9033,144,4,completed
3641,2024-09-21,032c511d-cd20,136,14,cancelled
2629,2024-07-08,a1b94189-187c,147,6,completed
3951,2024-07-20,a597eadb-4821,142,18,completed
3731,2024-09-17,28906dd7-067f,139,41,cancelled
3034,2024-09-22,33c6360d-75bd,115,45,pending
3122,2024-08-14,70d47889-0961,150,6,completed
3504,2024-08-22,c43ada06-bf49,103,29,completed
2513,2024-07-20,98fd37e1-beed,148,42,cancelled
3567,2024-08-17,67d77ee0-f589,118,2,pending
3475,2024-08-17,8cfef904-f9aa,108,6,completed
3360,2024-09-12,d6b2bf0a-7562,130,21,completed
3945,2024-07-18,3345f2a0-6f41,145,30,cancelled
3235,2024-07-30,aecfcb5d-9b00,136,44,cancelled
3218,2024-07-21,74af0a47-84a3,142,38,cancelled
2698,2024-08-17,7baf1831-6f6f,101,32,cancelled
2584,2024-08-25,03662ea0-d4f7,105,13,completed
2144,2024-09-28,dba92d7d-6475,103,45,completed
2685,2024-09-23,1bc932c8-43be,145,40,pending
2622,2024-08-20,12df07c3-a883,135,33,cancelled
2142,2024-08-22,3488ecc8-54f0,141,6,cancelled
3017,2024-07-08,51fad4b5-982f,128,38,cancelled
3878,2024-07-22,4eaf4859-32c2,109,32,pending
2530,2024-08-12,af784d91-0b25,147,31,completed
2109,2024-08-08,1c3df659-c416,136,9,completed
2756,2024-07-23,46067aa6-3628,115,2,completed
3679,2024-09-03,ae112b7b-b804,114,24,completed
2110,2024-09-21,8ba82b49-5453,130,31,pending
3678,2024-09-28,5e3ecbb6-2aca,114,41,cancelled
2378,2024-09-28,588a27f2-94bc,114,28,cancelled
3064,2024-08-08,f6c323fa-0616,142,1,pending
2947,2024-07-19,7e039afa-db2f,135,49,cancelled
3249,2024-07-31,bafeb223-6e05,141,20,cancelled
2810,2024-09-05,6169cec2-7099,144,44,pending
2516,2024-09-10,cf4ce615-2834,135,21,completed
3826,2024-09-05,4173e63e-5cd6,130,3,cancelled
3363,2024-08-21,10f5fab1-9c99,103,10,cancelled
3450,2024-08-24,c7d1dc14-e75b,136,5,pending
2953,2024-08-27,c353f5ae-c816,115,24,pending
2290,2024-08-07,780bf4c8-79e2,142,31,cancelled
3194,2024-07-12,b7988ecb-b736,135,23,cancelled
2076,2024-08-03,1c743435-371c,116,37,pending
3954,2024-07-05,6622d38a-160e,135,31,completed
3267,2024-08-22,ed4b4a47-8b0d,105,13,pending
2026,2024-09-28,c33c48d8-ea28,136,37,completed
2152,2024-07-21,876d1bb5-13df,110,31,pending
3593,2024-07-07,9590292b-8f9f,145,35,cancelled
3833,2024-08-23,e9b24f5c-b3ae,130,8,completed
3278,2024-08-08,5b95c3d8-007d,139,35,cancelled
2633,2024-09-28,3714dc08-ec73,137,40,cancelled
2903,2024-07-17,52da3859-c608,145,18,completed
3280,2024-07-05,01e0234b-7196,144,34,pending
3461,2024-08-24,0ffb4ec6-8b37,142,9,completed
2286,2024-09-03,8befca47-c75f,136,15,completed
3477,2024-07-12,4575fb7f-517e,150,43,cancelled
3974,2024-07-27,afd72291-0dbe,109,38,pending
3327,2024-07-19,bf8fae1b-9cee,141,22,pending
2252,2024-08-08,455464cc-9613,115,4,pending
2512,2024-09-27,8ca539db-46df,122,46,pending
3584,2024-08-10,1b49fac8-caf8,144,30,pending
3782,2024-09-19,5a2bf6d4-22cd,144,23,pending
3672,2024-07-23,a95b4f0d-bb21,118,46,pending
2588,2024-07-11,8f50795e-b5bc,103,5,cancelled
3072,2024-08-12,f560349b-2f74,118,28,cancelled
2960,2024-07-31,057ad199-ae36,118,9,pending
2976,2024-08-17,47a9ca45-89e5,136,20,pending
2109,2024-09-25,b8b44865-c085,115,3,pending
3246,2024-07-22,b2c0e254-aded,142,22,pending
2182,2024-08-31,6a2c8631-450c,144,9,pending
2849,2024-09-06,971ca585-5f94,101,10,completed
3617,2024-07-25,cbca6fbc-91ef,107,1,cancelled
3185,2024-08-30,3f7dbd20-a751,142,13,cancelled
3440,2024-07-30,70cf1ef0-4f03,145,21,pending
3695,2024-08-31,b1b5b4f6-d49c,116,50,pending
3564,2024-08-03,c9242054-de7f,137,32,completed
2922,2024-09-14,382f20a0-b641,125,43,pending
2808,2024-07-30,201c457d-7ed0,147,30,completed
3820,2024-09-20,3d9430f3-a05f,103,13,pending
2449,2024-09-08,5b3d28b5-3dc3,135,6,pending
2216,2024-09-07,c6844c7e-45c7,142,25,completed
3956,2024-08-19,8157e31a-b200,142,20,cancelled
2888,2024-07-26,a3f5c10e-fc3d,136,17,pending
3771,2024-09-25,1758b48f-ceb8,136,18,completed
2155,2024-07-27,235dbfcf-822e,130,29,completed
3645,2024-09-26,eea45362-9733,145,6,completed
3862,2024-07-28,206c2566-ddb3,148,42,completed
3381,2024-07-10,ce4a4c02-699d,122,26,cancelled
3122,2024-08-20,6a70e229-e12c,125,37,cancelled
2186,2024-09-10,dc5389a8-867d,101,45,cancelled
3439,2024-07-05,4e157d8c-7040,135,48,pending
3821,2024-09-25,34a739e8-eb67,101,19,completed
2219,2024-09-22,727e988c-95f2,141,11,pending
2501,2024-08-02,c2ea516d-bcf8,142,34,completed
3769,2024-09-18,8696f892-ba36,118,38,cancelled
2576,2024-09-21,2cfb42a1-161d,118,14,pending
3162,2024-08-03,8f190080-519b,118,21,cancelled
2552,2024-09-29,cb9e43ae-2ba0,135,5,pending
2150,2024-08-01,04f93ece-f071,103,29,completed
3018,2024-08-02,3cb77153-6067,135,25,cancelled
2765,2024-09-15,e4b58a18-bc7c,145,23,pending
2220,2024-09-27,26249d8f-993f,125,37,completed
2816,2024-07-25,4a2589e6-5711,145,35,cancelled
2559,2024-08-13,f45fecc9-763c,109,24,cancelled
2526,2024-08-08,c9708111-1524,141,31,cancelled
3222,2024-07-21,8e21c964-9fb9,103,33,completed
2971,2024-09-27,15796ae0-0bb4,125,5,cancelled
3824,2024-09-17,89f252b1-b6a1,130,37,completed
3588,2024-09-23,08b956ba-64cc,107,26,completed
2091,2024-07-13,25d33562-45b4,135,2,cancelled
3848,2024-09-28,52a963ef-2027,116,39,pending
3104,2024-07-19,b8d181c8-5d93,115,22,completed
2121,2024-08-31,8abfd427-0e60,105,39,cancelled
2600,2024-07-11,adcb2ac9-59fa,145,44,pending
2031,2024-09-12,a501fa39-25d0,150,37,pending
3366,2024-07-23,ab7aed25-fa3d,116,7,cancelled
3557,2024-07-26,7ca27803-f3e6,124,43,completed
2361,2024-07-31,a2222e99-2955,144,44,pending
2676,2024-07-17,edd9170a-038c,115,46,pending
3050,2024-09-28,bcee862d-4f6e,141,25,pending
2276,2024-08-13,8e13f9a3-ba49,137,39,pending
3201,2024-07-11,86607294-f9e6,124,20,cancelled
3852,2024-09-24,347ce925-aac4,147,35,pending
2224,2024-09-21,3ada56c2-c994,150,28,pending
2128,2024-07-23,76e72e0d-0843,137,32,completed
3274,2024-07-09,07e89ec0-2e0a,109,24,pending
3876,2024-08-20,1882b11b-754b,115,31,completed
3730,2024-09-09,54a1da45-585f,116,27,completed
3843,2024-08-14,da5c0757-c2ca,139,5,cancelled
3709,2024-09-21,64065be3-8ca5,107,40,pending
2493,2024-07-12,1ae648a6-8393,135,16,completed
3251,2024-07-16,609ef27b-5877,147,35,pending
3600,2024-07-08,d753e642-c9d5,129,12,pending
3052,2024-07-13,b6cfd5aa-be64,141,7,completed
2413,2024-08-15,8885db13-86e1,150,47,completed
3627,2024-07-25,aaa2e706-00f8,135,27,pending
2841,2024-09-28,def54e96-cbba,115,41,completed
3546,2024-09-18,84e42862-e682,145,31,completed
3538,2024-07-19,ac2551fa-c364,115,29,cancelled
2794,2024-07-05,b20e8c47-e984,124,34,cancelled
3795,2024-08-13,0ac69d5e-abad,144,17,cancelled
2057,2024-07-18,eefeb0ef-81b6,130,13,cancelled
2790,2024-08-09,6e075f6f-5168,141,6,pending
3373,2024-08-25,cdd1facd-a690,128,2,cancelled
3322,2024-09-23,3a482886-cec9,115,40,cancelled
2150,2024-07-26,f179a8f3-6744,144,4,pending
3322,2024-07-24,9dd87a35-0238,115,17,pending
2237,2024-08-27,97bfdc03-a7ac,136,13,completed
2474,2024-07-29,9605a11f-d105,135,24,cancelled
2257,2024-09-10,cbb66ff0-1166,144,7,completed
2865,2024-09-06,652db828-0c9e,103,15,completed
3191,2024-07-21,b35f2a17-8b42,141,14,pending
3857,2024-08-23,e3ea171b-f825,109,35,pending
3414,2024-08-10,1e3283e5-a90e,101,20,completed
2035,2024-08-18,e342d085-4d44,145,31,cancelled
2190,2024-08-05,715a18ef-c590,144,48,cancelled
2382,2024-08-16,25dfc22f-b619,137,16,cancelled
