order_id,city,category,sales,profit,status
c268283e-1261,Bangalore,Furniture,12504.0,6213.0,Cancelled
ff574e2b-2e46,Delhi,Furniture,38258.0,6447.0,Completed
7194eae2-9953,Mumbai,Furniture,16894.0,-1327.0,Cancelled
5ff595ea-4a88,Mumbai,Tech,21191.0,6182.0,Completed
2b840c67-286e,Bangalore,Office,31366.0,890.0,Completed
3b70b3a1-8209,Delhi,Office,33675.0,8787.0,Cancelled
e6b5a92c-50e2,Mumbai,Office,47317.0,9852.0,Cancelled
40066ff2-9aaf,Mumbai,Office,42813.0,-720.0,Cancelled
92698698-977c,Bangalore,Office,2075.0,7960.0,Cancelled
464458b4-191c,Bangalore,Tech,25340.0,8850.0,Cancelled
cd4b69a9-7021,Bangalore,Furniture,31424.0,6133.0,Completed
a0d4de3d-142f,Delhi,Office,2635.0,2378.0,Completed
4b8c5bdc-d4bc,Mumbai,Furniture,7476.0,4473.0,Cancelled
e9da484a-543f,Delhi,Office,48402.0,1542.0,Cancelled
cde22f1c-efc9,Mumbai,Furniture,37953.0,707.0,Cancelled
5da36f1b-ca05,Mumbai,Office,27292.0,3457.0,Cancelled
95a5bafa-be31,Mumbai,Tech,12457.0,-1700.0,Cancelled
d2e82f38-9ab8,Bangalore,Office,6717.0,-1456.0,Completed
7e1ca5a1-31c3,Mumbai,Tech,7648.0,3444.0,Cancelled
ba0266ef-d46b,Bangalore,Furniture,41851.0,5388.0,Cancelled
5edb0d3c-e303,Delhi,Furniture,42917.0,-808.0,Cancelled
5bd20c98-cbd8,Delhi,Furniture,48442.0,9388.0,Cancelled
f8999246-19e5,Delhi,Furniture,49452.0,7444.0,Completed
dea45c19-a838,Mumbai,Tech,1139.0,8301.0,Completed
fcce96f6-8055,Mumbai,Furniture,33392.0,-1691.0,Completed
c9d6a63b-a5c5,Mumbai,Furniture,14003.0,-479.0,Cancelled
86ad8a8c-208a,Delhi,Office,39123.0,4159.0,Completed
9d77a45e-9a6f,Delhi,Tech,48237.0,-1270.0,Cancelled
d8e88ebb-da40,Bangalore,Furniture,25023.0,8916.0,Completed
e63658c9-a4eb,Bangalore,Furniture,4218.0,1300.0,Cancelled
4b7e6b3c-dc43,Mumbai,Tech,6606.0,5857.0,Completed
6e191042-74fd,Delhi,Office,41544.0,2785.0,Completed
50032b35-a003,Bangalore,Office,19341.0,-168.0,Cancelled
112fa612-2bb4,Mumbai,Office,5732.0,6866.0,Completed
8e6e5003-a8c7,Bangalore,Furniture,21130.0,8483.0,Cancelled
b8976ec5-9344,Bangalore,Office,18231.0,4935.0,Completed
7b70c3b8-3768,Delhi,Tech,19010.0,7151.0,Completed
cea60f4c-0d71,Bangalore,Tech,41644.0,1209.0,Completed
c32d4526-adfd,Delhi,Furniture,9889.0,-281.0,Cancelled
11d059b2-0fb2,Mumbai,Tech,26994.0,2514.0,Cancelled
5744f596-bd77,Delhi,Tech,16895.0,9297.0,Completed
e222b6a6-4fa8,Mumbai,Tech,3438.0,-1021.0,Cancelled
a974d079-f8a8,Bangalore,Office,21295.0,587.0,Completed
585d3f86-38c6,Delhi,Tech,34246.0,3840.0,Cancelled
0ba078e8-ca5f,Bangalore,Furniture,1377.0,1617.0,Completed
c47104c0-82d3,Delhi,Office,6879.0,3969.0,Cancelled
2cfa55b0-c2aa,Bangalore,Tech,12275.0,4705.0,Cancelled
12738a23-15a8,Delhi,Furniture,23528.0,-1066.0,Cancelled
9364f3d0-cf10,Bangalore,Tech,21467.0,-618.0,Completed
f758dce2-57ff,Bangalore,Office,41769.0,9037.0,Completed
1b19d8b8-df10,Bangalore,Office,26674.0,2749.0,Cancelled
beed10b6-7171,Delhi,Furniture,4743.0,5599.0,Completed
5970a859-4b9e,Mumbai,Furniture,8176.0,367.0,Completed
a7cf705c-5ab2,Bangalore,Office,23734.0,4765.0,Cancelled
50ee7a92-e128,Mumbai,Office,22668.0,1634.0,Cancelled
97674900-b431,Bangalore,Furniture,16210.0,3423.0,Completed
497de16d-2e3b,Bangalore,Tech,25846.0,3553.0,Completed
a6ded1d8-a49f,Bangalore,Office,25567.0,9493.0,Cancelled
b6dd6257-5859,Mumbai,Furniture,35673.0,9892.0,Completed
5d286aa4-90d7,Delhi,Office,38949.0,6147.0,Completed
a5b5cdc2-21bf,Delhi,Furniture,28340.0,2639.0,Cancelled
df8f4197-aaae,Mumbai,Tech,33517.0,9001.0,Cancelled
64575bc4-2b60,Delhi,Tech,19457.0,7500.0,Completed
86c1b6cb-d8c8,Bangalore,Office,1893.0,1706.0,Completed
c422d03e-624e,Mumbai,Furniture,8592.0,1550.0,Completed
86cac6f4-ac6c,Bangalore,Furniture,30265.0,-149.0,Completed
700b5d5f-d25c,Delhi,Tech,36260.0,9635.0,Cancelled
c8a723e9-77cf,Bangalore,Furniture,16164.0,7703.0,Cancelled
31ab0b56-e195,Delhi,Office,39128.0,4035.0,Cancelled
f75d599f-663e,Bangalore,Furniture,43777.0,-1374.0,Cancelled
dfc620ce-3486,Bangalore,Tech,42707.0,1421.0,Completed
45d5a68d-4b71,Delhi,Furniture,47374.0,664.0,Cancelled
e27718c5-0da7,Delhi,Furniture,20426.0,2488.0,Cancelled
fe9936a3-bff4,Mumbai,Furniture,16616.0,-811.0,Cancelled
ca97ebf5-4673,Mumbai,Office,45952.0,3669.0,Completed
781799ff-02b0,Mumbai,Furniture,13540.0,8020.0,Cancelled
49c10669-9a30,Mumbai,Furniture,12684.0,5667.0,Cancelled
10142131-ffe9,Bangalore,Tech,1805.0,4185.0,Completed
b7f28572-9521,Delhi,Furniture,31126.0,887.0,Cancelled
ab1021ce-b8a1,Mumbai,Tech,27660.0,7437.0,Completed
785ac5d0-c615,Delhi,Office,37619.0,2285.0,Completed
5844f9fc-3513,Bangalore,Tech,38077.0,-399.0,Cancelled
8bc78e81-59a5,Bangalore,Office,49060.0,3742.0,Completed
cfbe4fe9-204e,Bangalore,Office,2812.0,419.0,Completed
e2c328aa-a195,Delhi,Tech,20513.0,7785.0,Cancelled
40d92bce-61d8,Delhi,Office,43245.0,-1426.0,Cancelled
45f18619-bc6d,Delhi,Office,37422.0,8736.0,Cancelled
2fd340c0-febb,Delhi,Tech,14069.0,-1009.0,Cancelled
14348f62-5c64,Bangalore,Office,16739.0,-1039.0,Cancelled
4e76833a-da2b,Mumbai,Tech,22752.0,3366.0,Cancelled
6f5842c3-1d5e,Mumbai,Tech,32238.0,2360.0,Completed
f3ea0184-491a,Bangalore,Tech,39284.0,-1582.0,Completed
a52964ff-b96b,Delhi,Tech,2587.0,-159.0,Cancelled
f2e6195f-be78,Delhi,Furniture,29122.0,4354.0,Cancelled
4758367b-3a15,Mumbai,Tech,10116.0,4213.0,Completed
723ef466-9237,Bangalore,Office,10809.0,-371.0,Completed
73b911d8-e3e5,Mumbai,Tech,48411.0,9839.0,Cancelled
b5a47200-94aa,Delhi,Furniture,35879.0,9128.0,Completed
cb2fafa3-72cf,Mumbai,Furniture,39811.0,841.0,Cancelled
06ba8cd3-bce1,Delhi,Tech,7359.0,8611.0,Completed
4f2dad3f-f513,Bangalore,Office,38689.0,7880.0,Completed
12fc7a87-ee81,Bangalore,Tech,17881.0,8536.0,Completed
21084dd9-1c5f,Mumbai,Tech,8498.0,-24.0,Cancelled
39b86bb2-916e,Mumbai,Office,10619.0,9476.0,Cancelled
8892042f-5657,Bangalore,Tech,8556.0,5905.0,Cancelled
90494583-0e86,Mumbai,Furniture,47479.0,7252.0,Cancelled
a6b07458-d54a,Bangalore,Tech,2484.0,8668.0,Cancelled
4d560a3d-7d60,Bangalore,Office,15574.0,-1124.0,Completed
2877f5d9-d4cc,Delhi,Office,10997.0,5280.0,Cancelled
66124ab4-bdb7,Bangalore,Tech,6203.0,901.0,Completed
44790612-7eef,Mumbai,Furniture,3480.0,9345.0,Cancelled
500e15c0-5195,Delhi,Tech,23874.0,8549.0,Cancelled
05eee1d4-c957,Bangalore,Office,48368.0,582.0,Cancelled
0c74dc0f-900d,Delhi,Tech,44235.0,5851.0,Cancelled
1b84edc3-4493,Delhi,Tech,18923.0,2839.0,Completed
668c8477-63a9,Delhi,Tech,15141.0,2636.0,Cancelled
1e6a6628-3180,Delhi,Office,39950.0,2069.0,Cancelled
c14565c7-65ea,Bangalore,Tech,20668.0,-1517.0,Completed
74fd33d1-4791,Delhi,Tech,16608.0,2715.0,Cancelled
97fe56c5-facd,Bangalore,Tech,15690.0,7789.0,Cancelled
a1173719-f2fd,Delhi,Tech,39362.0,7314.0,Completed
b8adad87-f5fd,Mumbai,Tech,31822.0,5437.0,Cancelled
ae441e21-102a,Bangalore,Tech,6385.0,-1773.0,Cancelled
6b352f85-d36f,Bangalore,Furniture,21108.0,7300.0,Cancelled
a987b218-c0ef,Delhi,Furniture,23524.0,4398.0,Cancelled
7bf33a34-7e37,Delhi,Tech,15626.0,9298.0,Cancelled
c56bad4c-6a20,Bangalore,Tech,24961.0,3758.0,Cancelled
49ac9087-c267,Delhi,Office,47776.0,7655.0,Cancelled
0ac4de85-2876,Delhi,Office,33143.0,6968.0,Completed
89e03e22-8b11,Mumbai,Furniture,31168.0,5042.0,Completed
3b9b2d45-334d,Delhi,Office,36151.0,-793.0,Completed
edd97a1a-d056,Bangalore,Office,24395.0,393.0,Cancelled
52380bf2-1e4a,Mumbai,Tech,29133.0,4422.0,Completed
2cd10b9f-5a00,Mumbai,Office,39610.0,236.0,Cancelled
e0723d96-04be,Delhi,Tech,30536.0,9141.0,Cancelled
48d90846-fce2,Mumbai,Tech,23933.0,314.0,Completed
54a7b69b-eaf6,Bangalore,Office,36211.0,-1831.0,Cancelled
ca6fbff8-62e6,Mumbai,Tech,42951.0,8765.0,Cancelled
83e96ef4-2c68,Delhi,Tech,5674.0,9780.0,Cancelled
3f800385-8585,Delhi,Furniture,22890.0,1204.0,Cancelled
02ed73ce-b817,Bangalore,Furniture,4044.0,-581.0,Cancelled
28e333b6-9f38,Bangalore,Furniture,32297.0,9288.0,Cancelled
9d5817e8-7031,Mumbai,Office,8506.0,6973.0,Cancelled
b42a0456-27fd,Bangalore,Furniture,4026.0,4572.0,Completed
265cb9d9-a7ff,Bangalore,Office,6696.0,465.0,Cancelled
82a7f586-1c7c,Delhi,Furniture,26149.0,3482.0,Completed
8f0d5540-9dc8,Bangalore,Furniture,20401.0,7797.0,Completed
940c3503-1730,Delhi,Office,35319.0,4494.0,Completed
ef0bea4f-103f,Delhi,Office,9819.0,-375.0,Cancelled
e42e707a-e5a6,Delhi,Office,4932.0,9570.0,Completed
59077299-5b60,Bangalore,Office,26913.0,6734.0,Completed
d5b6de85-0ba3,Delhi,Office,34001.0,4533.0,Cancelled
d2c7bffb-7eb9,Delhi,Office,8601.0,262.0,Completed
a902b73f-0802,Mumbai,Furniture,4297.0,5127.0,Cancelled
0c760d28-16a6,Delhi,Office,12483.0,607.0,Completed
fe54ee4b-77e4,Bangalore,Tech,16626.0,5175.0,Cancelled
3ca5be29-4959,Bangalore,Tech,11831.0,1606.0,Completed
adc29178-fdc2,Mumbai,Office,47138.0,6056.0,Cancelled
b2414482-d107,Mumbai,Office,19447.0,7053.0,Cancelled
39b02e2a-49e8,Delhi,Furniture,28557.0,9613.0,Completed
636f6e5c-828e,Mumbai,Office,32689.0,9067.0,Cancelled
30c36756-8973,Delhi,Tech,30644.0,-1525.0,Completed
8f10d33e-f573,Mumbai,Office,15856.0,8908.0,Completed
efe9b3d0-3c10,Bangalore,Office,45808.0,6348.0,Completed
48769153-eeb8,Bangalore,Tech,18604.0,1139.0,Cancelled
774c0afa-f061,Delhi,Furniture,19165.0,2967.0,Completed
bdc2b74b-084d,Delhi,Tech,46803.0,4950.0,Cancelled
4b91b8cb-6473,Delhi,Furniture,19612.0,8000.0,Cancelled
566a9ce7-fa2c,Bangalore,Tech,37240.0,3530.0,Cancelled
2b54ff7a-fa04,Mumbai,Tech,49526.0,9487.0,Completed
01a25ed1-4665,Bangalore,Furniture,4330.0,-188.0,Completed
8177b661-bf14,Mumbai,Tech,32249.0,9207.0,Cancelled
a8c6dbc0-080d,Mumbai,Tech,28031.0,-1858.0,Cancelled
49646b96-dc74,Mumbai,Furniture,45984.0,4293.0,Completed
86c5d1d6-b579,Delhi,Office,4872.0,9512.0,Cancelled
90a3fbbf-73a3,Delhi,Tech,41575.0,-1033.0,Completed
17efa621-c22e,Delhi,Tech,24324.0,5641.0,Completed
152aeaec-de29,Bangalore,Office,28727.0,8296.0,Completed
eb4d8f42-75a3,Mumbai,Tech,44490.0,3706.0,Completed
ec95b3ac-8f8d,Bangalore,Tech,33247.0,152.0,Cancelled
d226a8b3-2764,Delhi,Furniture,28634.0,4800.0,Cancelled
8a624cbd-c487,Bangalore,Furniture,39734.0,6272.0,Completed
f96d40f8-1b7e,Mumbai,Office,12375.0,-1088.0,Cancelled
538d6b8c-8bf1,Delhi,Office,12179.0,4636.0,Cancelled
6e8d9644-c298,Mumbai,Tech,15474.0,957.0,Completed
15007170-4ef6,Delhi,Tech,39411.0,-149.0,Cancelled
5111d31d-368d,Mumbai,Furniture,47205.0,3337.0,Cancelled
1a2bd69c-2cb2,Mumbai,Office,22993.0,4657.0,Cancelled
1a7167c7-2de2,Delhi,Tech,5560.0,5177.0,Cancelled
dd1ca267-0651,Delhi,Office,20002.0,-984.0,Completed
6177a771-4716,Delhi,Office,14152.0,-249.0,Completed
6f46f1b1-d79a,Delhi,Office,39351.0,2333.0,Completed
9dde0188-ea6c,Mumbai,Furniture,15928.0,9386.0,Cancelled
dcb9075e-e164,Delhi,Office,40958.0,8314.0,Completed
4ce953a7-66d6,Delhi,Office,9704.0,2779.0,Cancelled
3e0f84ce-c08a,Delhi,Office,18886.0,9185.0,Completed
8bae591e-0dc7,Bangalore,Office,47206.0,516.0,Cancelled
cb881c32-ffa4,Mumbai,Tech,15839.0,1032.0,Completed
b719bb68-c104,Mumbai,Office,49544.0,3751.0,Cancelled
f7eae66e-2b82,Mumbai,Furniture,33222.0,2260.0,Completed
a590fd3c-a9c7,Delhi,Furniture,1517.0,1105.0,Completed
721e8b1f-c842,Delhi,Tech,29841.0,4006.0,Cancelled
ff69723d-f72d,Mumbai,Office,21383.0,9541.0,Completed
baeb286b-b258,Delhi,Office,23311.0,482.0,Cancelled
592a3549-31fb,Delhi,Tech,35141.0,1827.0,Cancelled
b5f59cb0-0b90,Delhi,Tech,6359.0,7601.0,Completed
84182d35-51fd,Delhi,Tech,21892.0,3545.0,Cancelled
a137f8e4-5f6e,Bangalore,Tech,22175.0,-1650.0,Completed
6df72cd3-0247,Bangalore,Furniture,11083.0,7028.0,Completed
93cd1291-5fb9,Delhi,Office,10657.0,-633.0,Cancelled
a39c9ec6-c6fb,Bangalore,Office,29763.0,2175.0,Cancelled
9e0b7b01-984a,Bangalore,Tech,5153.0,-393.0,Completed
3d131a3d-3be0,Mumbai,Office,34978.0,4130.0,Cancelled
98af5cca-c475,Delhi,Furniture,24847.0,4449.0,Completed
8e0ec033-fab2,Delhi,Furniture,10168.0,8104.0,Completed
dd92dd7c-04e8,Delhi,Furniture,10561.0,2607.0,Cancelled
7de1bf5d-e340,Delhi,Furniture,5051.0,-1630.0,Completed
4ac66780-8cb9,Mumbai,Tech,15145.0,7369.0,Cancelled
1d3ca5a4-bbd5,Bangalore,Furniture,38240.0,3296.0,Completed
fd61f13b-346f,Bangalore,Tech,37816.0,1573.0,Completed
7321a8b2-b278,Mumbai,Office,43399.0,-591.0,Completed
b06b0f0c-db38,Mumbai,Tech,7823.0,479.0,Completed
ce315937-b39e,Bangalore,Office,30246.0,21.0,Cancelled
1860ad28-d2bc,Mumbai,Office,43485.0,-477.0,Completed
3fead90a-a4e9,Mumbai,Tech,20242.0,-294.0,Cancelled
a0b85755-c016,Delhi,Furniture,32048.0,8562.0,Completed
bff30c8d-bcf6,Delhi,Office,17037.0,-1970.0,Completed
88d00abd-6f87,Delhi,Furniture,25241.0,1874.0,Cancelled
93f37596-f87e,Delhi,Tech,38350.0,-1449.0,Cancelled
042b03ca-50e3,Delhi,Office,1033.0,9496.0,Completed
e8cee951-9a8e,Mumbai,Office,5574.0,2325.0,Completed
2a5fda18-caed,Bangalore,Office,36573.0,7063.0,Cancelled
a7cde143-30bb,Mumbai,Furniture,24364.0,-408.0,Completed
71efe72a-0420,Bangalore,Office,41038.0,9858.0,Cancelled
b1ac040d-f495,Mumbai,Furniture,19770.0,6769.0,Completed
1a6b6a7d-bc31,Delhi,Furniture,19753.0,7760.0,Completed
ad58db1b-2306,Bangalore,Tech,1415.0,5800.0,Cancelled
bf8e8bfa-d2cb,Bangalore,Tech,22677.0,607.0,Completed
bae1e137-b3fc,Delhi,Office,39763.0,973.0,Completed
e03635fc-6930,Bangalore,Tech,25967.0,6974.0,Cancelled
a56b61e0-7a8a,Delhi,Office,6524.0,3995.0,Completed
fa4a58ef-b8e1,Delhi,Furniture,19955.0,8068.0,Cancelled
aed54a46-f128,Mumbai,Furniture,29781.0,-1834.0,Completed
ca0ee8c4-92ae,Bangalore,Tech,25551.0,2985.0,Cancelled
9db54283-8e10,Mumbai,Office,4872.0,9051.0,Completed
8950ddd6-c80d,Bangalore,Tech,38398.0,5798.0,Completed
3d175712-7d2c,Mumbai,Office,6683.0,5348.0,Completed
bd9bc648-3d27,Mumbai,Tech,7723.0,-1864.0,Cancelled
f3f8dea4-84bc,Mumbai,Office,7220.0,7373.0,Cancelled
e65fad87-ab86,Delhi,Office,26669.0,1155.0,Completed
7f0386fa-b862,Mumbai,Office,43109.0,3.0,Completed
b90800f3-74f1,Bangalore,Tech,1126.0,8304.0,Completed
3e9aec86-f18b,Delhi,Office,46091.0,148.0,Completed
6b5bc975-a4c3,Mumbai,Office,45877.0,1839.0,Completed
92502e59-3d22,Bangalore,Tech,45195.0,152.0,Completed
f43e8c48-234a,Delhi,Office,38903.0,1728.0,Completed
8d9765c7-0414,Delhi,Furniture,15288.0,7414.0,Completed
76c3e642-fc99,Mumbai,Tech,45122.0,7126.0,Completed
268b84b6-d1f0,Mumbai,Furniture,27536.0,5631.0,Completed
f374190d-00bf,Bangalore,Office,42601.0,6727.0,Completed
fbad793f-d6f2,Delhi,Furniture,48655.0,-292.0,Cancelled
17d09810-7683,Bangalore,Office,35341.0,2470.0,Completed
94ad6252-445b,Bangalore,Office,4667.0,4814.0,Cancelled
21761930-9556,Delhi,Office,46376.0,2715.0,Cancelled
516c3b0a-8b3d,Mumbai,Furniture,47234.0,-367.0,Completed
27c8fc6c-5428,Delhi,Office,16388.0,-551.0,Cancelled
3527a5c8-9dda,Delhi,Office,42772.0,-915.0,Cancelled
0a530df9-a7d4,Mumbai,Furniture,35847.0,9621.0,Cancelled
837217e0-9901,Delhi,Furniture,2523.0,2853.0,Cancelled
8cd4b90a-307f,Delhi,Furniture,40391.0,-322.0,Completed
38e7e019-6571,Delhi,Office,34628.0,9251.0,Completed
d010318a-0b29,Mumbai,Furniture,45222.0,3321.0,Completed
cf133b65-3ebb,Mumbai,Office,3481.0,9090.0,Cancelled
651ea252-0f18,Delhi,Tech,21907.0,2247.0,Completed
46653497-e45b,Mumbai,Furniture,31091.0,5404.0,Cancelled
7fb75c57-f543,Mumbai,Furniture,14709.0,-353.0,Completed
b69f75c5-f599,Bangalore,Office,17858.0,4788.0,Cancelled
636cf499-5c10,Mumbai,Office,30259.0,-1648.0,Cancelled
fdd4ff21-b701,Bangalore,Furniture,48725.0,-798.0,Completed
cc21cbdb-b5a8,Mumbai,Furniture,12591.0,1816.0,Cancelled
b357f3f9-48c1,Bangalore,Furniture,41998.0,7725.0,Cancelled
8ac8ad93-59e2,Delhi,Furniture,5423.0,791.0,Completed
7a5d7c82-a9d9,Bangalore,Furniture,40516.0,2089.0,Completed
